{'loss': 1.9695, 'learning_rate': 2.9999999999999997e-06, 'epoch': 0.0}
 38% 12/32 [00:24<00:47,  2.37s/it]
 41% 13/32 [00:26<00:40,  2.12s/it]
 44% 14/32 [00:27<00:34,  1.91s/it]
 47% 15/32 [00:28<00:28,  1.71s/it]
 50% 16/32 [00:29<00:22,  1.42s/it]
 53% 17/32 [00:30<00:19,  1.29s/it]
 56% 18/32 [00:31<00:18,  1.30s/it]
 59% 19/32 [00:32<00:14,  1.13s/it]
 62% 20/32 [00:34<00:16,  1.41s/it]
 66% 21/32 [00:35<00:13,  1.23s/it]
 69% 22/32 [00:36<00:12,  1.24s/it]
 72% 23/32 [00:39<00:13,  1.55s/it]
 75% 24/32 [00:40<00:10,  1.37s/it]
 78% 25/32 [00:40<00:08,  1.24s/it]
 81% 26/32 [00:41<00:06,  1.12s/it]
 84% 27/32 [00:43<00:06,  1.34s/it]
 88% 28/32 [00:45<00:05,  1.35s/it]
 91% 29/32 [00:45<00:03,  1.19s/it]
 94% 30/32 [00:49<00:03,  1.83s/it]
 97% 31/32 [00:50<00:01,  1.54s/it]
                                          
{'eval_loss': 1.9057979583740234, 'eval_runtime': 51.8225, 'eval_samples_per_second': 4.824, 'eval_steps_per_second': 0.617, 'epoch': 2.17}
 43% 600/1380 [1:31:06<1:45:29,  8.12s/it]
100% 32/32 [00:50<00:00,  1.17s/it]
                                   /usr/local/lib/python3.10/dist-packages/bitsandbytes/autograd/_functions.py:322: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.1743, 'learning_rate': 0.000182578125, 'epoch': 2.17}
{'loss': 1.7046, 'learning_rate': 0.00018234374999999997, 'epoch': 2.18}
{'loss': 1.722, 'learning_rate': 0.00018210937499999998, 'epoch': 2.18}
{'loss': 1.7196, 'learning_rate': 0.00018187499999999996, 'epoch': 2.18}
{'loss': 1.3196, 'learning_rate': 0.00018164062499999997, 'epoch': 2.19}
{'loss': 1.6194, 'learning_rate': 0.00018140625, 'epoch': 2.19}
{'loss': 1.3261, 'learning_rate': 0.000181171875, 'epoch': 2.2}
{'loss': 1.2113, 'learning_rate': 0.0001809375, 'epoch': 2.2}
{'loss': 1.679, 'learning_rate': 0.00018070312499999998, 'epoch': 2.2}
{'loss': 1.7935, 'learning_rate': 0.00018046875, 'epoch': 2.21}
{'loss': 1.6271, 'learning_rate': 0.000180234375, 'epoch': 2.21}
{'loss': 2.1471, 'learning_rate': 0.00017999999999999998, 'epoch': 2.21}
{'loss': 1.2895, 'learning_rate': 0.000179765625, 'epoch': 2.22}
{'loss': 1.4891, 'learning_rate': 0.00017953124999999998, 'epoch': 2.22}
{'loss': 1.5241, 'learning_rate': 0.00017929687499999999, 'epoch': 2.22}
{'loss': 1.7308, 'learning_rate': 0.0001790625, 'epoch': 2.23}
{'loss': 1.2359, 'learning_rate': 0.00017882812499999998, 'epoch': 2.23}
{'loss': 1.6809, 'learning_rate': 0.00017859375, 'epoch': 2.24}
{'loss': 1.8714, 'learning_rate': 0.00017835937499999997, 'epoch': 2.24}
{'loss': 1.7048, 'learning_rate': 0.00017812499999999998, 'epoch': 2.24}
{'loss': 1.577, 'learning_rate': 0.000177890625, 'epoch': 2.25}
{'loss': 1.1395, 'learning_rate': 0.00017765624999999997, 'epoch': 2.25}
{'loss': 1.5695, 'learning_rate': 0.00017742187499999998, 'epoch': 2.25}
{'loss': 1.5567, 'learning_rate': 0.00017718749999999996, 'epoch': 2.26}
{'loss': 1.2851, 'learning_rate': 0.00017695312499999997, 'epoch': 2.26}
{'loss': 1.4285, 'learning_rate': 0.00017671875, 'epoch': 2.26}
{'loss': 1.5099, 'learning_rate': 0.00017648437499999996, 'epoch': 2.27}
{'loss': 1.3388, 'learning_rate': 0.00017625, 'epoch': 2.27}
{'loss': 1.7021, 'learning_rate': 0.00017601562499999998, 'epoch': 2.27}
{'loss': 1.5122, 'learning_rate': 0.00017578125, 'epoch': 2.28}
{'loss': 1.4329, 'learning_rate': 0.000175546875, 'epoch': 2.28}
{'loss': 1.7094, 'learning_rate': 0.00017531249999999999, 'epoch': 2.29}
{'loss': 1.4324, 'learning_rate': 0.000175078125, 'epoch': 2.29}
{'loss': 1.3861, 'learning_rate': 0.00017484374999999998, 'epoch': 2.29}
{'loss': 1.6618, 'learning_rate': 0.000174609375, 'epoch': 2.3}
{'loss': 1.9683, 'learning_rate': 0.000174375, 'epoch': 2.3}
{'loss': 1.6464, 'learning_rate': 0.00017414062499999998, 'epoch': 2.3}
{'loss': 1.8228, 'learning_rate': 0.00017390625, 'epoch': 2.31}
{'loss': 1.4022, 'learning_rate': 0.00017367187499999997, 'epoch': 2.31}
{'loss': 1.3168, 'learning_rate': 0.00017343749999999998, 'epoch': 2.31}
{'loss': 1.2231, 'learning_rate': 0.000173203125, 'epoch': 2.32}
{'loss': 1.8091, 'learning_rate': 0.00017296874999999997, 'epoch': 2.32}
{'loss': 1.3509, 'learning_rate': 0.00017273437499999998, 'epoch': 2.33}
{'loss': 1.7585, 'learning_rate': 0.00017249999999999996, 'epoch': 2.33}
{'loss': 1.6422, 'learning_rate': 0.00017226562499999997, 'epoch': 2.33}
{'loss': 1.6158, 'learning_rate': 0.00017203125, 'epoch': 2.34}
{'loss': 1.4224, 'learning_rate': 0.00017179687499999997, 'epoch': 2.34}
{'loss': 1.5597, 'learning_rate': 0.0001715625, 'epoch': 2.34}
{'loss': 1.9078, 'learning_rate': 0.00017132812499999999, 'epoch': 2.35}
{'loss': 1.7164, 'learning_rate': 0.00017109375, 'epoch': 2.35}
{'loss': 1.3274, 'learning_rate': 0.000170859375, 'epoch': 2.35}
{'loss': 2.188, 'learning_rate': 0.000170625, 'epoch': 2.36}
{'loss': 1.4784, 'learning_rate': 0.000170390625, 'epoch': 2.36}
{'loss': 1.0383, 'learning_rate': 0.00017015624999999998, 'epoch': 2.37}
{'loss': 1.617, 'learning_rate': 0.000169921875, 'epoch': 2.37}
{'loss': 1.6615, 'learning_rate': 0.0001696875, 'epoch': 2.37}
{'loss': 1.3157, 'learning_rate': 0.00016945312499999998, 'epoch': 2.38}
{'loss': 2.0383, 'learning_rate': 0.00016921875, 'epoch': 2.38}
{'loss': 2.0819, 'learning_rate': 0.00016898437499999997, 'epoch': 2.38}
{'loss': 1.7096, 'learning_rate': 0.00016874999999999998, 'epoch': 2.39}
{'loss': 1.1567, 'learning_rate': 0.000168515625, 'epoch': 2.39}
{'loss': 1.4904, 'learning_rate': 0.00016828124999999997, 'epoch': 2.39}
{'loss': 1.7479, 'learning_rate': 0.00016804687499999998, 'epoch': 2.4}
{'loss': 1.9663, 'learning_rate': 0.00016781249999999997, 'epoch': 2.4}
{'loss': 1.488, 'learning_rate': 0.00016757812499999998, 'epoch': 2.41}
{'loss': 1.5014, 'learning_rate': 0.00016734375, 'epoch': 2.41}
{'loss': 1.8934, 'learning_rate': 0.00016710937499999997, 'epoch': 2.41}
{'loss': 1.7555, 'learning_rate': 0.000166875, 'epoch': 2.42}
{'loss': 1.7771, 'learning_rate': 0.00016664062499999996, 'epoch': 2.42}
{'loss': 1.5819, 'learning_rate': 0.00016640625, 'epoch': 2.42}
{'loss': 1.6489, 'learning_rate': 0.000166171875, 'epoch': 2.43}
{'loss': 1.5505, 'learning_rate': 0.0001659375, 'epoch': 2.43}
{'loss': 1.3241, 'learning_rate': 0.000165703125, 'epoch': 2.43}
{'loss': 1.4504, 'learning_rate': 0.00016546874999999998, 'epoch': 2.44}
{'loss': 1.3221, 'learning_rate': 0.000165234375, 'epoch': 2.44}
{'loss': 1.8004, 'learning_rate': 0.000165, 'epoch': 2.44}
{'loss': 1.3985, 'learning_rate': 0.00016476562499999998, 'epoch': 2.45}
{'loss': 1.7391, 'learning_rate': 0.00016453125, 'epoch': 2.45}
{'loss': 1.7269, 'learning_rate': 0.00016429687499999997, 'epoch': 2.46}
{'loss': 1.5628, 'learning_rate': 0.00016406249999999998, 'epoch': 2.46}
{'loss': 1.5618, 'learning_rate': 0.000163828125, 'epoch': 2.46}
{'loss': 1.5075, 'learning_rate': 0.00016359374999999998, 'epoch': 2.47}
{'loss': 1.3373, 'learning_rate': 0.00016335937499999998, 'epoch': 2.47}
{'loss': 1.2194, 'learning_rate': 0.00016312499999999997, 'epoch': 2.47}
{'loss': 1.2589, 'learning_rate': 0.00016289062499999998, 'epoch': 2.48}
{'loss': 1.6387, 'learning_rate': 0.00016265624999999999, 'epoch': 2.48}
{'loss': 1.8976, 'learning_rate': 0.00016242187499999997, 'epoch': 2.48}
{'loss': 1.9182, 'learning_rate': 0.0001621875, 'epoch': 2.49}
{'loss': 1.8616, 'learning_rate': 0.00016195312499999996, 'epoch': 2.49}
{'loss': 1.2728, 'learning_rate': 0.00016171875, 'epoch': 2.5}
{'loss': 1.7042, 'learning_rate': 0.000161484375, 'epoch': 2.5}
{'loss': 1.2499, 'learning_rate': 0.00016125, 'epoch': 2.5}
{'loss': 1.4326, 'learning_rate': 0.000161015625, 'epoch': 2.51}
{'loss': 1.5473, 'learning_rate': 0.00016078124999999998, 'epoch': 2.51}
{'loss': 1.7647, 'learning_rate': 0.000160546875, 'epoch': 2.51}
{'loss': 1.5377, 'learning_rate': 0.0001603125, 'epoch': 2.52}
{'loss': 1.7749, 'learning_rate': 0.00016007812499999998, 'epoch': 2.52}
{'loss': 1.6322, 'learning_rate': 0.00015984375, 'epoch': 2.52}
{'loss': 1.3888, 'learning_rate': 0.00015960937499999997, 'epoch': 2.53}
{'loss': 1.7114, 'learning_rate': 0.00015937499999999998, 'epoch': 2.53}
{'loss': 1.3844, 'learning_rate': 0.000159140625, 'epoch': 2.54}
{'loss': 1.5017, 'learning_rate': 0.00015890624999999998, 'epoch': 2.54}
{'loss': 1.318, 'learning_rate': 0.00015867187499999999, 'epoch': 2.54}
{'loss': 1.4024, 'learning_rate': 0.00015843749999999997, 'epoch': 2.55}
{'loss': 1.2661, 'learning_rate': 0.00015820312499999998, 'epoch': 2.55}
{'loss': 1.9782, 'learning_rate': 0.00015796875, 'epoch': 2.55}
{'loss': 1.0956, 'learning_rate': 0.00015773437499999997, 'epoch': 2.56}
{'loss': 1.6674, 'learning_rate': 0.00015749999999999998, 'epoch': 2.56}
{'loss': 1.4858, 'learning_rate': 0.00015726562499999996, 'epoch': 2.56}
{'loss': 1.708, 'learning_rate': 0.00015703125, 'epoch': 2.57}
{'loss': 1.7192, 'learning_rate': 0.000156796875, 'epoch': 2.57}
{'loss': 2.1915, 'learning_rate': 0.0001565625, 'epoch': 2.58}
{'loss': 1.465, 'learning_rate': 0.000156328125, 'epoch': 2.58}
{'loss': 1.4463, 'learning_rate': 0.00015609374999999998, 'epoch': 2.58}
{'loss': 1.4609, 'learning_rate': 0.000155859375, 'epoch': 2.59}
{'loss': 1.5015, 'learning_rate': 0.000155625, 'epoch': 2.59}
{'loss': 1.3452, 'learning_rate': 0.00015539062499999998, 'epoch': 2.59}
{'loss': 1.5873, 'learning_rate': 0.00015515625, 'epoch': 2.6}
{'loss': 1.5584, 'learning_rate': 0.00015492187499999998, 'epoch': 2.6}
{'loss': 1.7272, 'learning_rate': 0.00015468749999999999, 'epoch': 2.6}
{'loss': 1.1851, 'learning_rate': 0.000154453125, 'epoch': 2.61}
{'loss': 1.3203, 'learning_rate': 0.00015421874999999998, 'epoch': 2.61}
{'loss': 1.6472, 'learning_rate': 0.000153984375, 'epoch': 2.61}
{'loss': 1.7275, 'learning_rate': 0.00015374999999999997, 'epoch': 2.62}
{'loss': 1.1877, 'learning_rate': 0.00015351562499999998, 'epoch': 2.62}
{'loss': 1.7286, 'learning_rate': 0.00015328125, 'epoch': 2.63}
{'loss': 1.6712, 'learning_rate': 0.00015304687499999997, 'epoch': 2.63}
{'loss': 1.6826, 'learning_rate': 0.00015281249999999998, 'epoch': 2.63}
{'loss': 1.5066, 'learning_rate': 0.00015257812499999996, 'epoch': 2.64}
{'loss': 1.9366, 'learning_rate': 0.00015234375, 'epoch': 2.64}
{'loss': 2.1009, 'learning_rate': 0.000152109375, 'epoch': 2.64}
{'loss': 1.5046, 'learning_rate': 0.000151875, 'epoch': 2.65}
{'loss': 1.6225, 'learning_rate': 0.000151640625, 'epoch': 2.65}
{'loss': 1.6518, 'learning_rate': 0.00015140624999999998, 'epoch': 2.65}
{'loss': 1.7242, 'learning_rate': 0.000151171875, 'epoch': 2.66}
{'loss': 1.5152, 'learning_rate': 0.0001509375, 'epoch': 2.66}
{'loss': 1.4144, 'learning_rate': 0.00015070312499999999, 'epoch': 2.67}
{'loss': 1.6782, 'learning_rate': 0.00015046875, 'epoch': 2.67}
{'loss': 1.5763, 'learning_rate': 0.00015023437499999998, 'epoch': 2.67}
{'loss': 1.9494, 'learning_rate': 0.00015, 'epoch': 2.68}
{'loss': 1.5485, 'learning_rate': 0.000149765625, 'epoch': 2.68}
{'loss': 1.3611, 'learning_rate': 0.00014953124999999998, 'epoch': 2.68}
{'loss': 1.9866, 'learning_rate': 0.000149296875, 'epoch': 2.69}
{'loss': 1.6937, 'learning_rate': 0.0001490625, 'epoch': 2.69}
{'loss': 1.5918, 'learning_rate': 0.00014882812499999998, 'epoch': 2.69}
{'loss': 1.5785, 'learning_rate': 0.00014859375, 'epoch': 2.7}
{'loss': 1.7369, 'learning_rate': 0.00014835937499999997, 'epoch': 2.7}
{'loss': 1.3906, 'learning_rate': 0.00014812499999999998, 'epoch': 2.71}
{'loss': 1.4417, 'learning_rate': 0.000147890625, 'epoch': 2.71}
{'loss': 1.5259, 'learning_rate': 0.00014765624999999997, 'epoch': 2.71}
 54% 750/1380 [1:53:12<1:33:04,  8.86s/it]
  0% 0/32 [00:00<?, ?it/s]
  6% 2/32 [00:01<00:15,  1.93it/s]
  9% 3/32 [00:02<00:32,  1.12s/it]
 12% 4/32 [00:04<00:31,  1.13s/it]
 16% 5/32 [00:05<00:31,  1.18s/it]
 19% 6/32 [00:10<01:05,  2.52s/it]
 22% 7/32 [00:13<01:07,  2.69s/it]
 25% 8/32 [00:14<00:52,  2.19s/it]
 28% 9/32 [00:17<00:54,  2.36s/it]
 31% 10/32 [00:19<00:48,  2.21s/it]
 34% 11/32 [00:22<00:53,  2.56s/it]
 38% 12/32 [00:24<00:47,  2.37s/it]
 41% 13/32 [00:26<00:40,  2.13s/it]
 44% 14/32 [00:27<00:34,  1.91s/it]
 47% 15/32 [00:28<00:28,  1.71s/it]
 50% 16/32 [00:29<00:22,  1.42s/it]
 53% 17/32 [00:30<00:19,  1.29s/it]
 56% 18/32 [00:31<00:18,  1.30s/it]
 59% 19/32 [00:32<00:14,  1.13s/it]
 62% 20/32 [00:34<00:16,  1.41s/it]
 66% 21/32 [00:35<00:13,  1.23s/it]
 69% 22/32 [00:36<00:12,  1.23s/it]
 72% 23/32 [00:39<00:13,  1.55s/it]
 75% 24/32 [00:40<00:10,  1.37s/it]
 78% 25/32 [00:40<00:08,  1.24s/it]
 81% 26/32 [00:41<00:06,  1.12s/it]
 84% 27/32 [00:43<00:06,  1.34s/it]
 88% 28/32 [00:45<00:05,  1.34s/it]
 91% 29/32 [00:45<00:03,  1.19s/it]
 94% 30/32 [00:49<00:03,  1.82s/it]
 97% 31/32 [00:50<00:01,  1.54s/it]
                                          
{'eval_loss': 1.899618148803711, 'eval_runtime': 51.8256, 'eval_samples_per_second': 4.824, 'eval_steps_per_second': 0.617, 'epoch': 2.71}
 54% 750/1380 [1:54:04<1:33:04,  8.86s/it]
100% 32/32 [00:50<00:00,  1.17s/it]
                                   /usr/local/lib/python3.10/dist-packages/bitsandbytes/autograd/_functions.py:322: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
{'loss': 1.9246, 'learning_rate': 0.00014742187499999998, 'epoch': 2.72}
{'loss': 1.2994, 'learning_rate': 0.0001471875, 'epoch': 2.72}
{'loss': 1.6821, 'learning_rate': 0.000146953125, 'epoch': 2.72}
{'loss': 1.6397, 'learning_rate': 0.00014671874999999999, 'epoch': 2.73}
{'loss': 2.0134, 'learning_rate': 0.000146484375, 'epoch': 2.73}
{'loss': 1.4624, 'learning_rate': 0.00014624999999999998, 'epoch': 2.73}
{'loss': 1.8962, 'learning_rate': 0.000146015625, 'epoch': 2.74}
{'loss': 1.869, 'learning_rate': 0.00014578125, 'epoch': 2.74}
{'loss': 1.8399, 'learning_rate': 0.00014554687499999998, 'epoch': 2.75}
{'loss': 1.4173, 'learning_rate': 0.0001453125, 'epoch': 2.75}
{'loss': 1.8206, 'learning_rate': 0.00014507812499999997, 'epoch': 2.75}
{'loss': 1.4581, 'learning_rate': 0.00014484374999999998, 'epoch': 2.76}
{'loss': 1.9423, 'learning_rate': 0.000144609375, 'epoch': 2.76}
{'loss': 1.6102, 'learning_rate': 0.000144375, 'epoch': 2.76}
{'loss': 1.5482, 'learning_rate': 0.00014414062499999998, 'epoch': 2.77}
{'loss': 1.4264, 'learning_rate': 0.00014390625, 'epoch': 2.77}
{'loss': 1.5527, 'learning_rate': 0.00014367187499999997, 'epoch': 2.77}
{'loss': 1.5666, 'learning_rate': 0.00014343749999999998, 'epoch': 2.78}
{'loss': 1.7232, 'learning_rate': 0.000143203125, 'epoch': 2.78}
{'loss': 1.543, 'learning_rate': 0.00014296874999999998, 'epoch': 2.78}
{'loss': 2.0513, 'learning_rate': 0.00014273437499999998, 'epoch': 2.79}
{'loss': 1.5865, 'learning_rate': 0.0001425, 'epoch': 2.79}
{'loss': 1.4658, 'learning_rate': 0.000142265625, 'epoch': 2.8}
{'loss': 1.1004, 'learning_rate': 0.00014203124999999999, 'epoch': 2.8}
{'loss': 1.5013, 'learning_rate': 0.000141796875, 'epoch': 2.8}
{'loss': 1.7897, 'learning_rate': 0.00014156249999999998, 'epoch': 2.81}
{'loss': 1.621, 'learning_rate': 0.000141328125, 'epoch': 2.81}
{'loss': 1.8671, 'learning_rate': 0.00014109375, 'epoch': 2.81}
{'loss': 1.5385, 'learning_rate': 0.00014085937499999998, 'epoch': 2.82}
{'loss': 1.7405, 'learning_rate': 0.000140625, 'epoch': 2.82}
{'loss': 1.7723, 'learning_rate': 0.00014039062499999997, 'epoch': 2.82}
{'loss': 1.4522, 'learning_rate': 0.00014015624999999998, 'epoch': 2.83}
{'loss': 1.5394, 'learning_rate': 0.000139921875, 'epoch': 2.83}
{'loss': 1.2967, 'learning_rate': 0.0001396875, 'epoch': 2.84}
{'loss': 1.8112, 'learning_rate': 0.00013945312499999998, 'epoch': 2.84}
{'loss': 1.5044, 'learning_rate': 0.00013921875, 'epoch': 2.84}
{'loss': 1.1869, 'learning_rate': 0.00013898437499999997, 'epoch': 2.85}
{'loss': 1.4062, 'learning_rate': 0.00013874999999999998, 'epoch': 2.85}
{'loss': 1.896, 'learning_rate': 0.000138515625, 'epoch': 2.85}
{'loss': 1.7584, 'learning_rate': 0.00013828124999999998, 'epoch': 2.86}
{'loss': 1.6375, 'learning_rate': 0.00013804687499999999, 'epoch': 2.86}
{'loss': 1.1754, 'learning_rate': 0.00013781249999999997, 'epoch': 2.86}
{'loss': 1.5857, 'learning_rate': 0.000137578125, 'epoch': 2.87}
{'loss': 2.0371, 'learning_rate': 0.00013734375, 'epoch': 2.87}
{'loss': 1.676, 'learning_rate': 0.000137109375, 'epoch': 2.88}
{'loss': 1.9148, 'learning_rate': 0.00013687499999999998, 'epoch': 2.88}
{'loss': 1.356, 'learning_rate': 0.000136640625, 'epoch': 2.88}
{'loss': 1.8238, 'learning_rate': 0.00013640625, 'epoch': 2.89}
{'loss': 1.4628, 'learning_rate': 0.00013617187499999998, 'epoch': 2.89}
{'loss': 1.544, 'learning_rate': 0.0001359375, 'epoch': 2.89}
{'loss': 1.4367, 'learning_rate': 0.00013570312499999997, 'epoch': 2.9}
{'loss': 1.5278, 'learning_rate': 0.00013546874999999998, 'epoch': 2.9}
{'loss': 1.6035, 'learning_rate': 0.000135234375, 'epoch': 2.9}
{'loss': 1.3946, 'learning_rate': 0.000135, 'epoch': 2.91}
{'loss': 2.0812, 'learning_rate': 0.00013476562499999998, 'epoch': 2.91}
{'loss': 1.4392, 'learning_rate': 0.00013453125, 'epoch': 2.92}
{'loss': 1.227, 'learning_rate': 0.00013429687499999998, 'epoch': 2.92}
{'loss': 1.7866, 'learning_rate': 0.00013406249999999999, 'epoch': 2.92}
{'loss': 1.4446, 'learning_rate': 0.000133828125, 'epoch': 2.93}
{'loss': 2.0513, 'learning_rate': 0.00013359374999999998, 'epoch': 2.93}
{'loss': 2.0484, 'learning_rate': 0.000133359375, 'epoch': 2.93}
{'loss': 1.8198, 'learning_rate': 0.00013312499999999997, 'epoch': 2.94}
{'loss': 1.4315, 'learning_rate': 0.000132890625, 'epoch': 2.94}
{'loss': 1.6413, 'learning_rate': 0.00013265625, 'epoch': 2.94}
{'loss': 1.6545, 'learning_rate': 0.000132421875, 'epoch': 2.95}
{'loss': 1.8426, 'learning_rate': 0.00013218749999999998, 'epoch': 2.95}
{'loss': 1.6886, 'learning_rate': 0.000131953125, 'epoch': 2.95}
{'loss': 1.4655, 'learning_rate': 0.00013171875, 'epoch': 2.96}
{'loss': 1.3235, 'learning_rate': 0.00013148437499999998, 'epoch': 2.96}
{'loss': 1.7404, 'learning_rate': 0.00013125, 'epoch': 2.97}
{'loss': 1.2496, 'learning_rate': 0.00013101562499999997, 'epoch': 2.97}
{'loss': 1.9507, 'learning_rate': 0.00013078124999999998, 'epoch': 2.97}
{'loss': 1.8276, 'learning_rate': 0.000130546875, 'epoch': 2.98}
{'loss': 1.4392, 'learning_rate': 0.0001303125, 'epoch': 2.98}
{'loss': 1.4949, 'learning_rate': 0.00013007812499999999, 'epoch': 2.98}
{'loss': 0.9633, 'learning_rate': 0.00012984375, 'epoch': 2.99}
{'loss': 1.6851, 'learning_rate': 0.00012960937499999998, 'epoch': 2.99}
{'loss': 1.6032, 'learning_rate': 0.000129375, 'epoch': 2.99}
{'loss': 1.5975, 'learning_rate': 0.000129140625, 'epoch': 3.0}
{'loss': 1.7812, 'learning_rate': 0.00012890624999999998, 'epoch': 3.0}
{'loss': 1.1695, 'learning_rate': 0.000128671875, 'epoch': 3.01}
{'loss': 1.9267, 'learning_rate': 0.00012843749999999997, 'epoch': 3.01}
{'loss': 1.3817, 'learning_rate': 0.000128203125, 'epoch': 3.01}
{'loss': 1.7771, 'learning_rate': 0.00012796875, 'epoch': 3.02}
{'loss': 1.507, 'learning_rate': 0.000127734375, 'epoch': 3.02}
{'loss': 1.5657, 'learning_rate': 0.00012749999999999998, 'epoch': 3.02}
{'loss': 1.6838, 'learning_rate': 0.000127265625, 'epoch': 3.03}
{'loss': 1.3979, 'learning_rate': 0.00012703125, 'epoch': 3.03}
{'loss': 1.6206, 'learning_rate': 0.00012679687499999998, 'epoch': 3.03}
{'loss': 1.5043, 'learning_rate': 0.0001265625, 'epoch': 3.04}
{'loss': 1.6041, 'learning_rate': 0.00012632812499999998, 'epoch': 3.04}
{'loss': 1.4145, 'learning_rate': 0.00012609374999999999, 'epoch': 3.05}
{'loss': 1.4383, 'learning_rate': 0.000125859375, 'epoch': 3.05}
{'loss': 1.2578, 'learning_rate': 0.000125625, 'epoch': 3.05}
{'loss': 1.1653, 'learning_rate': 0.000125390625, 'epoch': 3.06}
{'loss': 1.5289, 'learning_rate': 0.00012515625, 'epoch': 3.06}
{'loss': 1.8695, 'learning_rate': 0.00012492187499999998, 'epoch': 3.06}
{'loss': 1.3944, 'learning_rate': 0.0001246875, 'epoch': 3.07}
{'loss': 1.607, 'learning_rate': 0.000124453125, 'epoch': 3.07}
{'loss': 1.2245, 'learning_rate': 0.00012421874999999998, 'epoch': 3.07}
{'loss': 1.3902, 'learning_rate': 0.000123984375, 'epoch': 3.08}
{'loss': 1.2248, 'learning_rate': 0.00012374999999999997, 'epoch': 3.08}
{'loss': 1.6464, 'learning_rate': 0.000123515625, 'epoch': 3.08}
{'loss': 1.4112, 'learning_rate': 0.00012328125, 'epoch': 3.09}
{'loss': 1.5357, 'learning_rate': 0.000123046875, 'epoch': 3.09}
{'loss': 1.5565, 'learning_rate': 0.00012281249999999998, 'epoch': 3.1}
{'loss': 1.7546, 'learning_rate': 0.000122578125, 'epoch': 3.1}
{'loss': 1.3805, 'learning_rate': 0.00012234375, 'epoch': 3.1}
{'loss': 1.4158, 'learning_rate': 0.00012210937499999998, 'epoch': 3.11}
{'loss': 1.4864, 'learning_rate': 0.000121875, 'epoch': 3.11}
{'loss': 1.5852, 'learning_rate': 0.00012164062499999999, 'epoch': 3.11}
{'loss': 1.5175, 'learning_rate': 0.00012140624999999999, 'epoch': 3.12}
{'loss': 1.5019, 'learning_rate': 0.000121171875, 'epoch': 3.12}
{'loss': 1.3274, 'learning_rate': 0.00012093749999999999, 'epoch': 3.12}
{'loss': 1.9185, 'learning_rate': 0.00012070312499999999, 'epoch': 3.13}
{'loss': 1.4522, 'learning_rate': 0.00012046874999999998, 'epoch': 3.13}
{'loss': 1.7166, 'learning_rate': 0.00012023437499999998, 'epoch': 3.14}
{'loss': 1.6127, 'learning_rate': 0.00011999999999999999, 'epoch': 3.14}
{'loss': 1.8861, 'learning_rate': 0.000119765625, 'epoch': 3.14}
{'loss': 1.6493, 'learning_rate': 0.00011953125, 'epoch': 3.15}
{'loss': 1.929, 'learning_rate': 0.00011929687499999999, 'epoch': 3.15}
{'loss': 1.2819, 'learning_rate': 0.00011906249999999999, 'epoch': 3.15}
{'loss': 1.4272, 'learning_rate': 0.000118828125, 'epoch': 3.16}
{'loss': 1.5081, 'learning_rate': 0.00011859374999999999, 'epoch': 3.16}
{'loss': 1.8399, 'learning_rate': 0.00011835937499999999, 'epoch': 3.16}
{'loss': 1.1606, 'learning_rate': 0.00011812499999999998, 'epoch': 3.17}
{'loss': 1.1864, 'learning_rate': 0.00011789062499999998, 'epoch': 3.17}
{'loss': 1.1499, 'learning_rate': 0.00011765624999999999, 'epoch': 3.18}
{'loss': 1.6751, 'learning_rate': 0.000117421875, 'epoch': 3.18}
{'loss': 1.5918, 'learning_rate': 0.0001171875, 'epoch': 3.18}
{'loss': 2.0575, 'learning_rate': 0.00011695312499999999, 'epoch': 3.19}
{'loss': 1.684, 'learning_rate': 0.00011671874999999999, 'epoch': 3.19}
{'loss': 1.9045, 'learning_rate': 0.000116484375, 'epoch': 3.19}
{'loss': 1.1544, 'learning_rate': 0.00011624999999999999, 'epoch': 3.2}
{'loss': 1.501, 'learning_rate': 0.00011601562499999999, 'epoch': 3.2}
{'loss': 1.1543, 'learning_rate': 0.00011578124999999999, 'epoch': 3.2}
{'loss': 1.505, 'learning_rate': 0.00011554687499999998, 'epoch': 3.21}
{'loss': 1.8303, 'learning_rate': 0.00011531249999999999, 'epoch': 3.21}
{'loss': 1.2677, 'learning_rate': 0.00011507812499999999, 'epoch': 3.22}
{'loss': 1.5535, 'learning_rate': 0.00011484375, 'epoch': 3.22}
{'loss': 1.3578, 'learning_rate': 0.00011460937499999999, 'epoch': 3.22}
{'loss': 1.2847, 'learning_rate': 0.00011437499999999999, 'epoch': 3.23}
{'loss': 1.6617, 'learning_rate': 0.000114140625, 'epoch': 3.23}
{'loss': 1.3532, 'learning_rate': 0.00011390625, 'epoch': 3.23}
{'loss': 1.6892, 'learning_rate': 0.00011367187499999999, 'epoch': 3.24}
{'loss': 1.7064, 'learning_rate': 0.00011343749999999999, 'epoch': 3.24}
{'loss': 1.6383, 'learning_rate': 0.00011320312499999998, 'epoch': 3.24}
{'loss': 1.3116, 'learning_rate': 0.00011296874999999999, 'epoch': 3.25}
